"Student_Code","Semester","major_name","Major_ID","Campus_Code","term_name","Term_ID","Status"
"PH40253","2","Phát triển phần mềm","28","ph","Spring 2023","51","HDI"
"PH40253","3","Phát triển phần mềm","28","ph","Summer 2023","52","HDI"
"PH40254","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40254","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40254","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40263","1","Phát triển phần mềm","28","ph","Fall 2022","50","HDI"
"PH40263","2","Phát triển phần mềm","28","ph","Spring 2023","51","HDI"
"PH40263","3","Phát triển phần mềm","28","ph","Summer 2023","52","HDI"
"PH40266","1","Ứng dụng phần mềm","34","ph","Fall 2022","50","HDI"
"PH40266","2","Ứng dụng phần mềm","34","ph","Spring 2023","51","HDI"
"PH40266","3","Ứng dụng phần mềm","34","ph","Summer 2023","52","HDI"
"PH40272","1","Phát triển phần mềm","28","ph","Fall 2022","50","HDI"
"PH40272","2","Phát triển phần mềm","28","ph","Spring 2023","51","HDI"
"PH40272","3","Phát triển phần mềm","28","ph","Summer 2023","52","HDI"
"PH40275","1","Ứng dụng phần mềm","34","ph","Fall 2022","50","HDI"
"PH40275","2","Ứng dụng phần mềm","34","ph","Spring 2023","51","HDI"
"PH40275","3","Ứng dụng phần mềm","34","ph","Summer 2023","52","HDI"
"PH40276","1","Phát triển phần mềm","28","ph","Fall 2022","50","HDI"
"PH40276","2","Phát triển phần mềm","28","ph","Spring 2023","51","HDI"
"PH40276","3","Phát triển phần mềm","28","ph","Summer 2023","52","HDI"
"PH40276","3","Phát triển phần mềm","28","ph","Fall 2023","55","HL"
"PH40279","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40279","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40279","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40279","3","Lập trình Web","33","ph","Fall 2023","55","TN"
"PH40283","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40283","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40283","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40284","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40284","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40284","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40285","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40285","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40285","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40302","1","Lập trình mobile","30","ph","Fall 2022","50","HDI"
"PH40302","2","Lập trình mobile","30","ph","Spring 2023","51","HDI"
"PH40302","3","Lập trình mobile","30","ph","Summer 2023","52","HDI"
"PH40305","1","Ứng dụng phần mềm","34","ph","Fall 2022","50","HDI"
"PH40305","2","Ứng dụng phần mềm","34","ph","Spring 2023","51","HDI"
"PH40305","2","Phát triển phần mềm","28","ph","Summer 2023","52","HDI"
"PH40305","3","Phát triển phần mềm","28","ph","Fall 2023","55","HDI"
"PH40312","1","Ứng dụng phần mềm","34","ph","Fall 2022","50","HDI"
"PH40312","2","Ứng dụng phần mềm","34","ph","Spring 2023","51","HDI"
"PH40312","3","Ứng dụng phần mềm","34","ph","Summer 2023","52","HDI"
"PH40315","1","Lập trình mobile","30","ph","Fall 2022","50","HDI"
"PH40315","2","Lập trình mobile","30","ph","Spring 2023","51","HDI"
"PH40315","3","Lập trình mobile","30","ph","Summer 2023","52","HDI"
"PH40323","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40323","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40323","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40327","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40327","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40327","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40328","1","Phát triển phần mềm","28","ph","Fall 2022","50","HDI"
"PH40328","2","Phát triển phần mềm","28","ph","Spring 2023","51","HDI"
"PH40328","3","Phát triển phần mềm","28","ph","Summer 2023","52","HDI"
"PH40329","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40329","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40329","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40331","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40331","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40331","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40333","1","Phát triển phần mềm","28","ph","Fall 2022","50","HDI"
"PH40333","2","Phát triển phần mềm","28","ph","Spring 2023","51","HDI"
"PH40333","3","Phát triển phần mềm","28","ph","Summer 2023","52","HDI"
"PH40333","3","Phát triển phần mềm","28","ph","Fall 2023","55","CHO"
"PH40333","3","Phát triển phần mềm","28","ph","Spring 2024","58","TN"
"PH40334","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40334","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40334","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40338","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40338","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40338","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40345","1","Ứng dụng phần mềm","34","ph","Fall 2022","50","HDI"
"PH40345","2","Ứng dụng phần mềm","34","ph","Spring 2023","51","HDI"
"PH40345","2","Ứng dụng phần mềm","34","ph","Summer 2023","52","TN"
"PH40345","3","Ứng dụng phần mềm","34","ph","Fall 2023","55","HDI"
"PH40347","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40347","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40347","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40352","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40352","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40352","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40354","1","Ứng dụng phần mềm","34","ph","Fall 2022","50","HDI"
"PH40354","2","Ứng dụng phần mềm","34","ph","Spring 2023","51","HDI"
"PH40354","3","Ứng dụng phần mềm","34","ph","Summer 2023","52","HDI"
"PH40358","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40358","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40358","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40359","1","Ứng dụng phần mềm","34","ph","Fall 2022","50","HDI"
"PH40359","2","Ứng dụng phần mềm","34","ph","Spring 2023","51","HDI"
"PH40359","3","Ứng dụng phần mềm","34","ph","Summer 2023","52","HDI"
"PH40363","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40363","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40363","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40365","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40365","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40365","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40367","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40367","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40367","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40371","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40371","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40371","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40377","1","Phát triển phần mềm","28","ph","Fall 2022","50","HDI"
"PH40377","2","Phát triển phần mềm","28","ph","Spring 2023","51","HDI"
"PH40377","3","Phát triển phần mềm","28","ph","Summer 2023","52","HDI"
"PH40379","1","Lập trình mobile","30","ph","Fall 2022","50","HDI"
"PH40379","2","Lập trình mobile","30","ph","Spring 2023","51","HDI"
"PH40379","2","Lập trình mobile","30","ph","Summer 2023","52","HL"
"PH40379","2","Lập trình mobile","30","ph","Fall 2023","55","HL"
"PH40379","3","Lập trình mobile","30","ph","Spring 2024","58","HDI"
"PH40380","1","Lập trình mobile","30","ph","Fall 2022","50","HDI"
"PH40380","2","Lập trình mobile","30","ph","Spring 2023","51","HDI"
"PH40380","3","Lập trình mobile","30","ph","Summer 2023","52","HDI"
"PH40381","1","Lập trình mobile","30","ph","Fall 2022","50","HDI"
"PH40381","2","Lập trình mobile","30","ph","Spring 2023","51","HDI"
"PH40381","3","Lập trình mobile","30","ph","Summer 2023","52","HDI"
"PH40384","1","Phát triển phần mềm","28","ph","Fall 2022","50","HDI"
"PH40384","2","Phát triển phần mềm","28","ph","Spring 2023","51","HDI"
"PH40384","3","Phát triển phần mềm","28","ph","Summer 2023","52","HDI"
"PH40384","3","Phát triển phần mềm","28","ph","Fall 2023","55","THO"
"PH40385","1","Phát triển phần mềm","28","ph","Fall 2022","50","HDI"
"PH40385","2","Phát triển phần mềm","28","ph","Spring 2023","51","HDI"
"PH40385","3","Phát triển phần mềm","28","ph","Summer 2023","52","HDI"
"PH40387","1","Phát triển phần mềm","28","ph","Fall 2022","50","HDI"
"PH40387","2","Phát triển phần mềm","28","ph","Spring 2023","51","HDI"
"PH40387","3","Phát triển phần mềm","28","ph","Summer 2023","52","HDI"
"PH40390","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40390","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40390","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40397","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40397","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40397","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40399","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40399","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40399","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40406","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40406","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40406","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40406","3","Lập trình Web","33","ph","Fall 2023","55","THO"
"PH40420","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40420","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40420","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40421","1","Ứng dụng phần mềm","34","ph","Fall 2022","50","HDI"
"PH40421","2","Ứng dụng phần mềm","34","ph","Spring 2023","51","HDI"
"PH40421","3","Ứng dụng phần mềm","34","ph","Summer 2023","52","HDI"
"PH40428","1","Phát triển phần mềm","28","ph","Fall 2022","50","HDI"
"PH40428","2","Phát triển phần mềm","29","ph","Spring 2023","51","HDI"
"PH40428","3","Phát triển phần mềm","29","ph","Summer 2023","52","HDI"
"PH40433","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40433","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40433","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40438","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40438","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40438","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40440","1","Phát triển phần mềm","28","ph","Fall 2022","50","HDI"
"PH40440","2","Phát triển phần mềm","28","ph","Spring 2023","51","HDI"
"PH40440","3","Phát triển phần mềm","28","ph","Summer 2023","52","HDI"
"PH40441","1","Phát triển phần mềm","28","ph","Fall 2022","50","HDI"
"PH40441","2","Phát triển phần mềm","28","ph","Spring 2023","51","HDI"
"PH40441","3","Phát triển phần mềm","28","ph","Summer 2023","52","HDI"
"PH40444","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40444","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40444","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40445","1","Ứng dụng phần mềm","34","ph","Fall 2022","50","HDI"
"PH40445","2","Ứng dụng phần mềm","34","ph","Spring 2023","51","HDI"
"PH40445","3","Ứng dụng phần mềm","34","ph","Summer 2023","52","HDI"
"PH40450","1","Phát triển phần mềm","28","ph","Fall 2022","50","HDI"
"PH40450","2","Phát triển phần mềm","28","ph","Spring 2023","51","HDI"
"PH40450","3","Phát triển phần mềm","28","ph","Summer 2023","52","HDI"
"PH40458","1","Phát triển phần mềm","28","ph","Fall 2022","50","HDI"
"PH40458","2","Phát triển phần mềm","28","ph","Spring 2023","51","HDI"
"PH40458","3","Phát triển phần mềm","28","ph","Summer 2023","52","HDI"
"PH40460","1","Phát triển phần mềm","28","ph","Fall 2022","50","HDI"
"PH40460","2","Phát triển phần mềm","28","ph","Spring 2023","51","HDI"
"PH40460","3","Phát triển phần mềm","28","ph","Summer 2023","52","HDI"
"PH40468","1","Phát triển phần mềm","28","ph","Fall 2022","50","HDI"
"PH40468","2","Phát triển phần mềm","28","ph","Spring 2023","51","HDI"
"PH40468","3","Phát triển phần mềm","28","ph","Summer 2023","52","HDI"
"PH40472","1","Ứng dụng phần mềm","34","ph","Fall 2022","50","HDI"
"PH40472","2","Ứng dụng phần mềm","34","ph","Spring 2023","51","HDI"
"PH40472","2","Ứng dụng phần mềm","34","ph","Summer 2023","52","TN"
"PH40472","2","Phát triển phần mềm","28","ph","Fall 2023","55","HDI"
"PH40472","3","Phát triển phần mềm","28","ph","Spring 2024","58","HDI"
"PH40478","1","Phát triển phần mềm","28","ph","Fall 2022","50","HDI"
"PH40478","2","Phát triển phần mềm","28","ph","Spring 2023","51","HDI"
"PH40478","3","Phát triển phần mềm","28","ph","Summer 2023","52","HDI"
"PH40487","1","Lập trình mobile","30","ph","Fall 2022","50","HDI"
"PH40487","2","Lập trình mobile","30","ph","Spring 2023","51","HDI"
"PH40487","3","Lập trình mobile","30","ph","Summer 2023","52","HDI"
"PH40487","3","Lập trình mobile","30","ph","Fall 2023","55","CHO"
"PH40493","1","Lập trình mobile","30","ph","Fall 2022","50","HDI"
"PH40493","2","Lập trình mobile","30","ph","Spring 2023","51","HDI"
"PH40493","3","Lập trình mobile","30","ph","Summer 2023","52","HDI"
"PH40494","1","Phát triển phần mềm","28","ph","Fall 2022","50","HDI"
"PH40494","2","Phát triển phần mềm","28","ph","Spring 2023","51","HDI"
"PH40494","3","Phát triển phần mềm","28","ph","Summer 2023","52","HDI"
"PH40496","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40496","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40496","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40500","1","Phát triển phần mềm","28","ph","Fall 2022","50","HDI"
"PH40500","2","Phát triển phần mềm","28","ph","Spring 2023","51","HDI"
"PH40500","3","Phát triển phần mềm","28","ph","Summer 2023","52","HDI"
"PH40502","1","Phát triển phần mềm","28","ph","Fall 2022","50","HDI"
"PH40502","2","Phát triển phần mềm","28","ph","Spring 2023","51","HDI"
"PH40502","2","Phát triển phần mềm","28","ph","Summer 2023","52","TN"
"PH40502","3","Phát triển phần mềm","28","ph","Fall 2023","55","HDI"
"PH40503","1","Phát triển phần mềm","28","ph","Fall 2022","50","HDI"
"PH40503","2","Phát triển phần mềm","28","ph","Spring 2023","51","HDI"
"PH40503","3","Phát triển phần mềm","28","ph","Summer 2023","52","HDI"
"PH40504","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40504","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40504","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40507","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40507","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40507","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40510","1","Lập trình mobile","30","ph","Fall 2022","50","HDI"
"PH40510","2","Lập trình mobile","30","ph","Spring 2023","51","HDI"
"PH40510","3","Lập trình mobile","30","ph","Summer 2023","52","HDI"
"PH40513","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40513","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40513","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40516","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40516","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40516","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40519","1","Phát triển phần mềm","28","ph","Fall 2022","50","HDI"
"PH40519","2","Phát triển phần mềm","28","ph","Spring 2023","51","HDI"
"PH40519","3","Phát triển phần mềm","28","ph","Summer 2023","52","HDI"
"PH40519","3","Phát triển phần mềm","28","ph","Fall 2023","55","THO"
"PH40521","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40521","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40521","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40525","1","Ứng dụng phần mềm","34","ph","Fall 2022","50","HDI"
"PH40525","2","Ứng dụng phần mềm","34","ph","Spring 2023","51","HDI"
"PH40525","3","Ứng dụng phần mềm","34","ph","Summer 2023","52","HDI"
"PH40527","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40527","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40527","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40533","1","Phát triển phần mềm","28","ph","Fall 2022","50","HDI"
"PH40533","2","Phát triển phần mềm","29","ph","Spring 2023","51","HDI"
"PH40533","3","Phát triển phần mềm","29","ph","Summer 2023","52","HDI"
"PH40535","1","Phát triển phần mềm","28","ph","Fall 2022","50","HDI"
"PH40535","2","Phát triển phần mềm","28","ph","Spring 2023","51","HDI"
"PH40535","3","Phát triển phần mềm","28","ph","Summer 2023","52","HDI"
"PH40542","1","Phát triển phần mềm","28","ph","Fall 2022","50","HDI"
"PH40542","2","Phát triển phần mềm","28","ph","Spring 2023","51","HDI"
"PH40542","3","Phát triển phần mềm","28","ph","Summer 2023","52","HDI"
"PH40543","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40543","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40543","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40544","1","Ứng dụng phần mềm","34","ph","Fall 2022","50","HDI"
"PH40544","2","Ứng dụng phần mềm","34","ph","Spring 2023","51","HDI"
"PH40544","3","Ứng dụng phần mềm","34","ph","Summer 2023","52","HDI"
"PH40550","1","Phát triển phần mềm","28","ph","Fall 2022","50","HDI"
"PH40550","2","Phát triển phần mềm","28","ph","Spring 2023","51","HDI"
"PH40550","3","Phát triển phần mềm","28","ph","Summer 2023","52","HDI"
"PH40550","3","Phát triển phần mềm","28","ph","Fall 2023","55","THO"
"PH40553","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40553","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40553","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40571","1","Lập trình mobile","30","ph","Fall 2022","50","HDI"
"PH40571","2","Lập trình mobile","30","ph","Spring 2023","51","HDI"
"PH40571","2","Lập trình Web","33","ph","Fall 2023","55","HDI"
"PH40571","2","Lập trình Web","33","ph","Spring 2024","58","HL"
"PH40571","3","Lập trình mobile","30","ph","Summer 2023","52","HDI"
"PH40573","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40573","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40573","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40574","1","Phát triển phần mềm","28","ph","Fall 2022","50","HDI"
"PH40574","2","Phát triển phần mềm","29","ph","Spring 2023","51","HDI"
"PH40574","3","Phát triển phần mềm","29","ph","Summer 2023","52","HDI"
"PH40574","3","Phát triển phần mềm","29","ph","Fall 2023","55","TN"
"PH40584","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40584","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40584","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40588","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40588","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40588","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40593","1","Phát triển phần mềm","28","ph","Fall 2022","50","HDI"
"PH40593","2","Phát triển phần mềm","28","ph","Spring 2023","51","HDI"
"PH40593","3","Phát triển phần mềm","28","ph","Summer 2023","52","HDI"
"PH40607","1","Lập trình mobile","30","ph","Fall 2022","50","HDI"
"PH40607","2","Lập trình mobile","30","ph","Spring 2023","51","HDI"
"PH40607","3","Lập trình mobile","30","ph","Summer 2023","52","HDI"
"PH40609","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40609","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40609","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40612","1","Ứng dụng phần mềm","34","ph","Fall 2022","50","HDI"
"PH40612","2","Ứng dụng phần mềm","34","ph","Spring 2023","51","HDI"
"PH40612","3","Ứng dụng phần mềm","34","ph","Summer 2023","52","HDI"
"PH40618","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40618","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40618","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40630","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40630","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40630","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40634","1","Phát triển phần mềm","28","ph","Fall 2022","50","HDI"
"PH40634","2","Phát triển phần mềm","28","ph","Spring 2023","51","HDI"
"PH40634","3","Phát triển phần mềm","28","ph","Summer 2023","52","HDI"
"PH40635","1","Lập trình mobile","30","ph","Fall 2022","50","HDI"
"PH40635","2","Lập trình mobile","30","ph","Spring 2023","51","HDI"
"PH40635","3","Lập trình mobile","30","ph","Summer 2023","52","HDI"
"PH40640","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40640","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40640","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40648","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40648","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40648","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40652","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40652","1","Lập trình Web","33","ph","Spring 2023","51","TN"
"PH40652","2","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40652","3","Lập trình Web","33","ph","Fall 2023","55","HDI"
"PH40652","3","Lập trình Web","33","ph","Spring 2024","58","THO"
"PH40654","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40654","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40654","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40656","1","Phát triển phần mềm","28","ph","Fall 2022","50","HDI"
"PH40656","2","Phát triển phần mềm","28","ph","Spring 2023","51","HDI"
"PH40656","3","Phát triển phần mềm","28","ph","Summer 2023","52","HDI"
"PH40657","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40657","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40657","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40660","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40660","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40660","2","Lập trình Web","33","ph","Summer 2023","52","TN"
"PH40660","2","Lập trình Web","33","ph","Fall 2023","55","CHO"
"PH40660","3","Lập trình Web","33","ph","Spring 2024","58","HDI"
"PH40663","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40663","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40663","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40667","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40667","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40667","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40671","1","Lập trình mobile","30","ph","Fall 2022","50","HDI"
"PH40671","2","Lập trình mobile","30","ph","Spring 2023","51","HDI"
"PH40671","2","Lập trình mobile","30","ph","Summer 2023","52","TN"
"PH40671","3","Lập trình mobile","30","ph","Fall 2023","55","HDI"
"PH40671","3","Lập trình mobile","30","ph","Spring 2024","58","HL"
"PH40681","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40681","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40681","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40682","1","Phát triển phần mềm","28","ph","Fall 2022","50","HDI"
"PH40682","2","Phát triển phần mềm","28","ph","Spring 2023","51","HDI"
"PH40682","3","Phát triển phần mềm","28","ph","Summer 2023","52","HDI"
"PH40684","1","Ứng dụng phần mềm","34","ph","Fall 2022","50","HDI"
"PH40684","2","Ứng dụng phần mềm","34","ph","Spring 2023","51","HDI"
"PH40684","3","Ứng dụng phần mềm","34","ph","Summer 2023","52","HDI"
"PH40690","1","Phát triển phần mềm","28","ph","Fall 2022","50","HDI"
"PH40690","2","Phát triển phần mềm","29","ph","Spring 2023","51","HDI"
"PH40690","3","Phát triển phần mềm","29","ph","Summer 2023","52","HDI"
"PH40692","1","Phát triển phần mềm","28","ph","Fall 2022","50","HDI"
"PH40692","2","Phát triển phần mềm","28","ph","Spring 2023","51","HDI"
"PH40692","3","Phát triển phần mềm","28","ph","Summer 2023","52","HDI"
"PH40693","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40693","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40693","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40695","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40695","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40695","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40699","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40699","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40699","2","Lập trình Web","33","ph","Summer 2023","52","CHO"
"PH40699","2","Lập trình Web","33","ph","Fall 2023","55","TN"
"PH40699","3","Lập trình Web","33","ph","Spring 2024","58","HDI"
"PH40704","1","Phát triển phần mềm","28","ph","Fall 2022","50","HDI"
"PH40704","2","Phát triển phần mềm","28","ph","Spring 2023","51","HDI"
"PH40704","3","Phát triển phần mềm","28","ph","Summer 2023","52","HDI"
"PH40707","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40707","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40707","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40709","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40709","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40709","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40710","1","Phát triển phần mềm","28","ph","Fall 2022","50","HDI"
"PH40710","2","Phát triển phần mềm","28","ph","Spring 2023","51","HDI"
"PH40710","3","Phát triển phần mềm","28","ph","Summer 2023","52","HDI"
"PH40711","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
"PH40711","2","Lập trình Web","33","ph","Spring 2023","51","HDI"
"PH40711","3","Lập trình Web","33","ph","Summer 2023","52","HDI"
"PH40711","3","Lập trình Web","33","ph","Fall 2023","55","THO"
"PH40713","1","Lập trình Web","33","ph","Fall 2022","50","HDI"
