"major","specialized_major","curriculum_id","period_name","subject_name","subject_code","num_of_credit"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Frontend)","424","HK 5","Lập trình Front-End Framework 2","WEB209","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Frontend)","424","HK 5","Lập trình ECMAScript","WEB501","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Frontend)","424","HK 5","Phát triển cá nhân 2","PDP201","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Frontend)","424","HK 5","Lập trình TypeScript","WEB502","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Frontend)","424","HK 5","Lập trình Front-End Framework 1","WEB208","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Frontend)","424","HK 6","Giáo dục quốc phòng","VIE104","4"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Frontend)","424","HK 6","Dự án tốt nghiệp (TKTW-Single page Application)","PRO220","5"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Frontend)","424","HK 6","Thực tập tốt nghiệp (TKTW)","PRO116","5"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ Java)","425","HK 1","Nhập môn Công nghệ thông tin","ITI101","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ Java)","425","HK 1","Tiếng Anh 1.1","ENT1127","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ Java)","425","HK 1","Phát triển cá nhân 1","PDP101","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ Java)","425","HK 1","Tin học","COM1071","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ Java)","425","HK 1","Giáo dục thể chất - Vovinam","VIE103","2"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ Java)","425","HK 1","Nhập môn lập trình","COM108","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ Java)","425","HK 2","Lập trình Java 1","MOB1014","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ Java)","425","HK 2","Pháp luật","VIE1026","2"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ Java)","425","HK 2","Cơ sở dữ liệu","COM2012","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ Java)","425","HK 2","Lập trình cơ sở với JavaScript","WEB1043","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ Java)","425","HK 2","Xây dựng trang Web","WEB1013","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ Java)","425","HK 2","Tiếng Anh 1.2","ENT1226","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ Java)","425","HK 3","Quản lý dự án với Agile","PMA101","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ Java)","425","HK 3","Quản trị cơ sở dữ liệu với SQL Server","COM2034","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ Java)","425","HK 3","Tiếng Anh 2.1","ENT2126","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ Java)","425","HK 3","Lập trình Java 2","MOB1023","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ Java)","425","HK 3","Chính trị","VIE1016","4"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ Java)","425","HK 3","Lập trình Java 3","SOF203","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ Java)","425","HK 4","Front-End Frameworks","WEB207","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ Java)","425","HK 4","Khởi sự doanh nghiệp","SYB3012","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ Java)","425","HK 4","Dự án 1 (UDPM-Java)","PRO1041","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ Java)","425","HK 4","Lập trình Java 4","SOF3011","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ Java)","425","HK 4","Dự án mẫu (UDPM-Java)","SOF2041","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ Java)","425","HK 4","Tiếng Anh 2.2","ENT2226","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ Java)","425","HK 5","Kiểm thử nâng cao","SOF304","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ Java)","425","HK 5","Nhập môn kỹ thuật phần mềm","SOF102","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ Java)","425","HK 5","Lập trình Java 6","SOF306","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ Java)","425","HK 5","Phát triển cá nhân 2","PDP201","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ Java)","425","HK 5","Kiểm thử cơ bản","SOF3031","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ Java)","425","HK 5","Lập trình Java 5","SOF3021","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ Java)","425","HK 6","Thực tập tốt nghiệp (UDPM)","PRO115","5"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ Java)","425","HK 6","Giáo dục quốc phòng","VIE104","4"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ Java)","425","HK 6","Dự án tốt nghiệp (UDPM-Spring Boot)","PRO2112","5"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ .NET)","426","HK 1","Nhập môn lập trình","COM108","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ .NET)","426","HK 1","Nhập môn Công nghệ thông tin","ITI101","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ .NET)","426","HK 1","Phát triển cá nhân 1","PDP101","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ .NET)","426","HK 1","Tiếng Anh 1.1","ENT1127","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ .NET)","426","HK 1","Tin học","COM1071","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ .NET)","426","HK 1","Giáo dục thể chất - Vovinam","VIE103","2"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ .NET)","426","HK 2","Xây dựng trang Web","WEB1013","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ .NET)","426","HK 2","Tiếng Anh 1.2","ENT1226","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ .NET)","426","HK 2","Lập trình C# 1","NET101","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ .NET)","426","HK 2","Pháp luật","VIE1026","2"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ .NET)","426","HK 2","Cơ sở dữ liệu","COM2012","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ .NET)","426","HK 2","Lập trình cơ sở với JavaScript","WEB1043","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ .NET)","426","HK 3","Lập trình C# 3","NET103","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ .NET)","426","HK 3","Quản lý dự án với Agile","PMA101","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ .NET)","426","HK 3","Quản trị cơ sở dữ liệu với SQL Server","COM2034","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ .NET)","426","HK 3","Tiếng Anh 2.1","ENT2126","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ .NET)","426","HK 3","Lập trình C# 2","NET102","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ .NET)","426","HK 3","Chính trị","VIE1016","4"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ .NET)","426","HK 4","Dự án mẫu (UDPM.NET)","SOF205","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ .NET)","426","HK 4","Tiếng Anh 2.2","ENT2226","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ .NET)","426","HK 4","Front-End Frameworks","WEB207","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ .NET)","426","HK 4","Khởi sự doanh nghiệp","SYB3012","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ .NET)","426","HK 4","Dự án 1 (UDPM-.NET)","PRO131","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ .NET)","426","HK 4","Lập trình C# 4","NET104","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ .NET)","426","HK 5","Lập trình C# 5","NET105","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ .NET)","426","HK 5","Kiểm thử nâng cao","SOF304","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ .NET)","426","HK 5","Nhập môn kỹ thuật phần mềm","SOF102","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ .NET)","426","HK 5","Lập trình C#6","NET106","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ .NET)","426","HK 5","Kiểm thử cơ bản","SOF3031","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ .NET)","426","HK 5","Phát triển cá nhân 2","PDP201","3"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ .NET)","426","HK 6","Dự án tốt nghiệp (UDPM-.NET Core)","PRO219","5"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ .NET)","426","HK 6","Thực tập tốt nghiệp (UDPM)","PRO115","5"
"Công nghệ thông tin","Phát triển phần mềm(Phát triển phần mềm sử dụng Công nghệ .NET)","426","HK 6","Giáo dục quốc phòng","VIE104","4"
"Công nghệ thông tin","Ứng dụng phần mềm","427","HK 1","Tin học","COM1071","3"
"Công nghệ thông tin","Ứng dụng phần mềm","427","HK 1","Giáo dục thể chất - Vovinam","VIE103","2"
"Công nghệ thông tin","Ứng dụng phần mềm","427","HK 1","Nhập môn lập trình","COM108","3"
"Công nghệ thông tin","Ứng dụng phần mềm","427","HK 1","Nhập môn Công nghệ thông tin","ITI101","3"
"Công nghệ thông tin","Ứng dụng phần mềm","427","HK 1","Tiếng Anh 1.1","ENT1127","3"
"Công nghệ thông tin","Ứng dụng phần mềm","427","HK 1","Phát triển cá nhân 1","PDP101","3"
"Công nghệ thông tin","Ứng dụng phần mềm","427","HK 2","Thiết kế trang Web","WEB107","3"
"Công nghệ thông tin","Ứng dụng phần mềm","427","HK 2","Thiết kế hình ảnh với Photoshop","MUL1014","3"
"Công nghệ thông tin","Ứng dụng phần mềm","427","HK 2","Hệ quản trị CSDL","SOA101","3"
"Công nghệ thông tin","Ứng dụng phần mềm","427","HK 2","Pháp luật","VIE1026","2"
"Công nghệ thông tin","Ứng dụng phần mềm","427","HK 2","Tiếng Anh 1.2","ENT1226","3"
"Công nghệ thông tin","Ứng dụng phần mềm","427","HK 2","Thiết kế minh họa với Illustrator","MUL1024","3"
"Công nghệ thông tin","Ứng dụng phần mềm","427","HK 3","Cài đặt và bảo trì phần cứng","SOA201","3"
"Công nghệ thông tin","Ứng dụng phần mềm","427","HK 3","Chính trị","VIE1016","4"
"Công nghệ thông tin","Ứng dụng phần mềm","427","HK 3","Tiếng Anh 2.1","ENT2126","3"
"Công nghệ thông tin","Ứng dụng phần mềm","427","HK 3","Hệ quản trị nội dung","SOA102","3"
"Công nghệ thông tin","Ứng dụng phần mềm","427","HK 3","Cài đặt và bảo trì phần mềm","SOA202","3"
"Công nghệ thông tin","Ứng dụng phần mềm","427","HK 3","Marketing trên Internet","WEB2053","3"
"Công nghệ thông tin","Ứng dụng phần mềm","427","HK 4","Thiết lập và quản trị mạng máy tính","SOA203","3"
"Công nghệ thông tin","Ứng dụng phần mềm","427","HK 4","Quản trị website","WEB1022","3"
"Công nghệ thông tin","Ứng dụng phần mềm","427","HK 4","Kiểm thử cơ bản","SOF3031","3"
"Công nghệ thông tin","Ứng dụng phần mềm","427","HK 4","Khởi sự doanh nghiệp","SYB3012","3"
"Công nghệ thông tin","Ứng dụng phần mềm","427","HK 4","Dự án 1 (UDPM)","SOA103","3"
"Công nghệ thông tin","Ứng dụng phần mềm","427","HK 4","Tiếng Anh 2.2","ENT2226","3"
"Công nghệ thông tin","Ứng dụng phần mềm","427","HK 5","Quản trị server","SOA205","3"
"Công nghệ thông tin","Ứng dụng phần mềm","427","HK 5","Phát triển cá nhân 2","PDP201","3"
"Công nghệ thông tin","Ứng dụng phần mềm","427","HK 5","Điện toán đám mây","SOA206","3"
"Công nghệ thông tin","Ứng dụng phần mềm","427","HK 5","Quản trị VPS","SOA207","3"
"Công nghệ thông tin","Ứng dụng phần mềm","427","HK 5","Phần mềm miễn phí và mã nguồn mở","SOA204","3"
"Công nghệ thông tin","Ứng dụng phần mềm","427","HK 5","An toàn và bảo mật thông tin","SOA208","3"
"Công nghệ thông tin","Ứng dụng phần mềm","427","HK 6","Thực tập tốt nghiệp (UDPM)","PRO136","5"
"Công nghệ thông tin","Ứng dụng phần mềm","427","HK 6","Dự án tốt nghiệp (UDPM)","PRO228","5"
"Công nghệ thông tin","Ứng dụng phần mềm","427","HK 6","Giáo dục quốc phòng","VIE104","4"
"Công nghệ thông tin","Xử lý dữ liệu","428","HK 1","Phát triển cá nhân 1","PDP101","3"
"Công nghệ thông tin","Xử lý dữ liệu","428","HK 1","Tiếng Anh 1.1","ENT1127","3"
"Công nghệ thông tin","Xử lý dữ liệu","428","HK 1","Tin học","COM1071","3"
"Công nghệ thông tin","Xử lý dữ liệu","428","HK 1","Giáo dục thể chất - Vovinam","VIE103","2"
"Công nghệ thông tin","Xử lý dữ liệu","428","HK 1","Nhập môn lập trình","COM108","3"
"Công nghệ thông tin","Xử lý dữ liệu","428","HK 1","Nhập môn Công nghệ thông tin","ITI101","3"
"Công nghệ thông tin","Xử lý dữ liệu","428","HK 2","Tiếng Anh 1.2","ENT1226","3"
"Công nghệ thông tin","Xử lý dữ liệu","428","HK 2","Phân tích dữ liệu cơ bản","DAT103","3"
"Công nghệ thông tin","Xử lý dữ liệu","428","HK 2","SQL Cơ bản","DAT104","3"
"Công nghệ thông tin","Xử lý dữ liệu","428","HK 2","Nhập môn xử lý dữ liệu","DAT101","3"
"Công nghệ thông tin","Xử lý dữ liệu","428","HK 2","Xác suất và thống kê","DAT102","3"
"Công nghệ thông tin","Xử lý dữ liệu","428","HK 2","Pháp luật","VIE1026","2"
"Công nghệ thông tin","Xử lý dữ liệu","428","HK 3","Phân tích dữ liệu nâng cao","DAT105","3"
"Công nghệ thông tin","Xử lý dữ liệu","428","HK 3","Trực quan dữ liệu cơ bản","DAT106","3"
"Công nghệ thông tin","Xử lý dữ liệu","428","HK 3","Chính trị","VIE1016","4"
"Công nghệ thông tin","Xử lý dữ liệu","428","HK 3","Câu chuyện dữ liệu","DAT107","3"
"Công nghệ thông tin","Xử lý dữ liệu","428","HK 3","Tiếng Anh 2.1","ENT2126","3"
"Công nghệ thông tin","Xử lý dữ liệu","428","HK 3","SQL Nâng cao","DAT108","3"
"Công nghệ thông tin","Xử lý dữ liệu","428","HK 4","Tiếng Anh 2.2","ENT2226","3"
"Công nghệ thông tin","Xử lý dữ liệu","428","HK 4","Dự án 1 (XLDL)","DAT111","3"
"Công nghệ thông tin","Xử lý dữ liệu","428","HK 4","Lập trình Python","DAT201","3"
"Công nghệ thông tin","Xử lý dữ liệu","428","HK 4","Dự án mẫu (XLDL)","DAT109","3"
"Công nghệ thông tin","Xử lý dữ liệu","428","HK 4","Khởi sự doanh nghiệp","SYB3012","3"
"Công nghệ thông tin","Xử lý dữ liệu","428","HK 4","Trực quan dữ liệu nâng cao","DAT110","3"
"Công nghệ thông tin","Xử lý dữ liệu","428","HK 5","Kho dữ liệu","DAT204","3"
"Công nghệ thông tin","Xử lý dữ liệu","428","HK 5","Phát triển cá nhân 2","PDP201","3"
"Công nghệ thông tin","Xử lý dữ liệu","428","HK 5","Phân tích dữ liệu với Pandas","DAT205","3"
"Công nghệ thông tin","Xử lý dữ liệu","428","HK 5","Trực quan dữ liệu với Python","DAT206","3"
"Công nghệ thông tin","Xử lý dữ liệu","428","HK 5","Phân tích dữ liệu với NumPy","DAT203","3"
"Công nghệ thông tin","Xử lý dữ liệu","428","HK 5","Trực quan dữ liệu với Tableau","DAT207","3"
"Công nghệ thông tin","Xử lý dữ liệu","428","HK 6","Thực tập tốt nghiệp (XLDL)","PRO137","5"
"Công nghệ thông tin","Xử lý dữ liệu","428","HK 6","Dự án tốt nghiệp (XLDL)","PRO229","5"
"Công nghệ thông tin","Xử lý dữ liệu","428","HK 6","Giáo dục quốc phòng","VIE104","4"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Backend)","450","HK 1","Nhập môn Công nghệ thông tin","ITI101","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Backend)","450","HK 1","Kỹ năng học tập","PDP102","2"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Backend)","450","HK 1","Tiếng Anh 1.1","ENT1127","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Backend)","450","HK 1","Tin học","COM1071","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Backend)","450","HK 1","Giáo dục thể chất - Vovinam","VIE103","2"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Backend)","450","HK 1","Nhập môn lập trình","COM108","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Backend)","450","HK 2","Chính trị","VIE1016","4"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Backend)","450","HK 2","Lập trình PHP cơ bản","WEB108","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Backend)","450","HK 2","Cơ sở dữ liệu","COM2012","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Backend)","450","HK 2","Lập trình cơ sở với JavaScript","WEB1043","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Backend)","450","HK 2","Tiếng Anh 1.2","ENT1226","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Backend)","450","HK 2","Xây dựng trang Web","WEB1013","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Backend)","450","HK 3","Dự án mẫu (TKTW)","WEB2041","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Backend)","450","HK 3","Thiết kế Web với HTML5&CSS3","WEB3023","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Backend)","450","HK 3","Tiếng Anh 2.1","ENT2126","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Backend)","450","HK 3","Lập trình PHP 1","WEB2014","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Backend)","450","HK 3","Kỹ năng phát triển bản thân","PDP103","2"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Backend)","450","HK 3","Quản trị website","WEB1022","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Backend)","450","HK 4","Marketing trên Internet","WEB2053","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Backend)","450","HK 4","Tiếng Anh 2.2","ENT2226","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Backend)","450","HK 4","Lập trình Javascript nâng cao","WEB2062","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Backend)","450","HK 4","Dự án 1 (TKTW)","PRO1014","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Backend)","450","HK 4","Thiết kế UI/UX","WEB105","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Backend)","450","HK 4","Front-End Frameworks","WEB207","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Backend)","450","HK 5","Quản lý dự án với Agile","PMA101","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Backend)","450","HK 5","Lập trình PHP 2","WEB3014","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Backend)","450","HK 5","Lập trình PHP 3","WEB4013","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Backend)","450","HK 5","Xây dựng trang Web 2","WEB2033","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Backend)","450","HK 5","Khởi sự doanh nghiệp","SYB3012","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Backend)","450","HK 5","Kỹ năng làm việc","PDP104","2"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Backend)","450","HK 6","Thực tập tốt nghiệp (TKTW)","PRO116","5"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Backend)","450","HK 6","Pháp luật","VIE1026","2"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Backend)","450","HK 6","Giáo dục quốc phòng","VIE104","4"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Backend)","450","HK 6","Dự án tốt nghiệp (TKTW-PHP Framework)","PRO224","5"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Frontend)","451","HK 1","Tin học","COM1071","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Frontend)","451","HK 1","Giáo dục thể chất - Vovinam","VIE103","2"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Frontend)","451","HK 1","Nhập môn lập trình","COM108","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Frontend)","451","HK 1","Nhập môn Công nghệ thông tin","ITI101","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Frontend)","451","HK 1","Tiếng Anh 1.1","ENT1127","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Frontend)","451","HK 1","Kỹ năng học tập","PDP102","2"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Frontend)","451","HK 2","Lập trình cơ sở với JavaScript","WEB1043","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Frontend)","451","HK 2","Xây dựng trang Web","WEB1013","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Frontend)","451","HK 2","Tiếng Anh 1.2","ENT1226","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Frontend)","451","HK 2","Lập trình PHP cơ bản","WEB108","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Frontend)","451","HK 2","Chính trị","VIE1016","4"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Frontend)","451","HK 2","Cơ sở dữ liệu","COM2012","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Frontend)","451","HK 3","Lập trình PHP 1","WEB2014","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Frontend)","451","HK 3","Kỹ năng phát triển bản thân","PDP103","2"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Frontend)","451","HK 3","Quản trị website","WEB1022","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Frontend)","451","HK 3","Dự án mẫu (TKTW)","WEB2041","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Frontend)","451","HK 3","Thiết kế Web với HTML5&CSS3","WEB3023","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Frontend)","451","HK 3","Tiếng Anh 2.1","ENT2126","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Frontend)","451","HK 4","Dự án 1 (TKTW)","PRO1014","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Frontend)","451","HK 4","Thiết kế UI/UX","WEB105","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Frontend)","451","HK 4","Lập trình ECMAScript","WEB501","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Frontend)","451","HK 4","Marketing trên Internet","WEB2053","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Frontend)","451","HK 4","Tiếng Anh 2.2","ENT2226","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Frontend)","451","HK 4","Lập trình Javascript nâng cao","WEB2062","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Frontend)","451","HK 5","Khởi sự doanh nghiệp","SYB3012","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Frontend)","451","HK 5","Lập trình TypeScript","WEB502","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Frontend)","451","HK 5","Kỹ năng làm việc","PDP104","2"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Frontend)","451","HK 5","Lập trình Front-End Framework 1","WEB208","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Frontend)","451","HK 5","NodeJS & Restful Web Service","WEB503","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Frontend)","451","HK 5","Lập trình Front-End Framework 2","WEB209","3"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Frontend)","451","HK 6","Giáo dục quốc phòng","VIE104","4"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Frontend)","451","HK 6","Dự án tốt nghiệp (TKTW-Single page Application)","PRO220","5"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Frontend)","451","HK 6","Thực tập tốt nghiệp (TKTW)","PRO116","5"
"Công nghệ thông tin","Lập trình Web(Lập trình Web Frontend)","451","HK 6","Pháp luật","VIE1026","2"
"Công nghệ thông tin","Lập trình mobile","452","HK 1","Nhập môn Công nghệ thông tin","ITI101","3"
"Công nghệ thông tin","Lập trình mobile","452","HK 1","Kỹ năng học tập","PDP102","2"
"Công nghệ thông tin","Lập trình mobile","452","HK 1","Tiếng Anh 1.1","ENT1127","3"
"Công nghệ thông tin","Lập trình mobile","452","HK 1","Tin học","COM1071","3"
"Công nghệ thông tin","Lập trình mobile","452","HK 1","Giáo dục thể chất - Vovinam","VIE103","2"
"Công nghệ thông tin","Lập trình mobile","452","HK 1","Nhập môn lập trình","COM108","3"
"Công nghệ thông tin","Lập trình mobile","452","HK 2","Xây dựng trang Web","WEB1013","3"
"Công nghệ thông tin","Lập trình mobile","452","HK 2","Chính trị","VIE1016","4"
"Công nghệ thông tin","Lập trình mobile","452","HK 2","Lập trình Java 2","MOB1023","3"
"Công nghệ thông tin","Lập trình mobile","452","HK 2","Thiết kế web đáp ứng mọi thiết bị","WEB106","3"
"Công nghệ thông tin","Lập trình mobile","452","HK 2","Lập trình Java 1","MOB1014","3"
"Công nghệ thông tin","Lập trình mobile","452","HK 2","Tiếng Anh 1.2","ENT1226","3"
"Công nghệ thông tin","Lập trình mobile","452","HK 3","Dự án mẫu (LTMT)","MOB2041","3"
"Công nghệ thông tin","Lập trình mobile","452","HK 3","Lập trình Android 1","AND101","3"
